movie_id,month,watch_hours,unique_viewers,completion_rate,avg_watch_time,churn_impact_score
M116,2023-08,372026,153782,0.655,1.35,4.52
M119,2023-08,5649153,2498544,0.7816,1.38,4.62
M122,2023-08,1364941,505310,0.7942,1.72,3.07
M124,2023-08,2576472,1175280,0.7342,1.08,4.89
M125,2023-08,7917501,3547273,0.8042,1.07,1.61
M127,2023-08,1242956,459087,0.5911,1.47,1.46
M128,2023-08,1060062,450905,0.6317,0.79,3.56
M131,2023-08,322609,132735,0.5473,0.82,4.89
M132,2023-08,9047,3377,0.4929,1.22,3.3
M137,2023-08,865658,280969,0.6495,1.5,4.82
M143,2023-08,497328,262726,0.5759,0.85,2.99
M144,2023-08,667272,221240,0.6028,1.28,1.64
M146,2023-08,424839,155214,0.5781,1.42,4.1
M147,2023-08,450215,242985,0.6182,1.48,3.65
M150,2023-08,1453900,455154,0.6263,1.45,3.95
M152,2023-08,2249129,983981,0.4919,1.1,1.1
M154,2023-08,105486,50466,0.3821,0.58,1.71
M156,2023-08,70509,24825,0.4136,0.99,2.95
M159,2023-08,35897,11607,0.3595,0.59,4.79
M160,2023-08,81847,42903,0.4077,0.83,4.77
M163,2023-08,47902,24711,0.3859,0.7,3.8
M167,2023-08,1989412,757260,0.4679,0.84,1.1
M168,2023-08,724558,275697,0.4839,1.0,4.99
M169,2023-08,1251971,434876,0.4144,0.84,4.88
M172,2023-08,869026,333574,0.4313,0.58,4.56
M174,2023-08,873993,359167,0.4227,0.73,4.81
M182,2023-08,31941,9993,0.5223,1.18,4.69
M186,2023-08,40634,13596,0.5214,0.81,3.35
M187,2023-08,3314972,1083500,0.6554,0.97,2.68
M189,2023-08,359995,126914,0.5397,0.88,3.54
M191,2023-08,121278,51279,0.4937,0.75,4.43
M192,2023-08,28852,12963,0.5248,0.73,4.24
M194,2023-08,1120979,573666,0.6492,0.96,3.27
M195,2023-08,506105,220104,0.6302,1.03,3.33
M199,2023-08,98518,47922,0.5443,1.23,2.19
M203,2023-08,139393,66287,0.6229,1.01,4.89
M207,2023-08,206919,91220,0.5432,1.31,4.87
M209,2023-08,1022114,330193,0.6178,0.89,4.64
M210,2023-08,122257,67878,0.5234,0.8,2.44
M211,2023-08,36825,12991,0.4892,1.11,1.6
M212,2023-08,885063,408805,0.6141,1.21,2.27
M213,2023-08,724050,209198,0.7706,1.42,2.74
M217,2023-08,1301722,628230,0.6349,0.81,3.89
M218,2023-08,176145,55900,0.5343,0.71,1.26
M219,2023-08,224548,90765,0.5706,0.7,4.19
M220,2023-08,66105,27108,0.4773,0.77,2.2
M223,2023-08,698571,286793,0.5626,0.68,4.45
M225,2023-08,180527,66390,0.5372,1.3,1.72
M101,2023-09,512022,281774,0.7397,1.81,2.73
M103,2023-09,1167073,431315,0.7131,1.16,4.32
M105,2023-09,967453,340981,0.6648,1.15,1.15
M111,2023-09,9216316,4269714,0.8109,2.01,2.61
M112,2023-09,273215,130841,0.631,0.87,1.15
M116,2023-09,331921,156201,0.6609,0.83,2.51
M119,2023-09,5224731,2701727,0.7772,1.01,4.03
M122,2023-09,1184932,531491,0.7732,1.1,1.73
M124,2023-09,2188779,692213,0.7658,1.17,4.33
M125,2023-09,7008885,3190742,0.7803,1.24,4.22
M127,2023-09,1130474,471133,0.5702,1.0,2.07
M128,2023-09,939651,333025,0.6092,1.09,3.68
M131,2023-09,276249,91662,0.5321,1.07,1.71
M132,2023-09,7687,3617,0.4902,0.7,2.53
M133,2023-09,3932381,1695505,0.6666,1.46,2.56
M137,2023-09,748920,258021,0.6386,1.11,2.2
M143,2023-09,413925,142936,0.5785,1.22,1.64
M144,2023-09,596868,206640,0.6274,1.34,3.67
M146,2023-09,352933,136495,0.5749,1.26,4.52
M147,2023-09,408944,134365,0.6224,1.48,4.02
M150,2023-09,1244190,402222,0.6175,0.87,2.83
M152,2023-09,2084604,670804,0.499,0.74,2.09
M154,2023-09,96665,43913,0.3914,0.81,1.1
M156,2023-09,65861,28018,0.4084,0.83,3.46
M160,2023-09,70798,24733,0.4104,0.95,3.7
M161,2023-09,434703,223830,0.4998,0.9,1.12
M163,2023-09,38648,13195,0.3667,0.52,4.32
M167,2023-09,1734679,897130,0.4503,0.86,3.85
M168,2023-09,609790,305519,0.4811,1.19,4.92
M169,2023-09,1040299,501338,0.4479,0.64,3.57
M172,2023-09,768206,269722,0.4451,0.94,2.38
M174,2023-09,765488,248210,0.4226,1.02,4.44
M181,2023-09,584492,191073,0.6506,1.21,3.66
M182,2023-09,30780,15754,0.5121,0.81,2.84
M186,2023-09,37332,15349,0.5436,0.81,2.31
M187,2023-09,3068501,1662237,0.6878,1.52,1.11
M189,2023-09,316928,112955,0.5584,1.22,1.33
M191,2023-09,105812,48514,0.4886,1.12,3.63
M192,2023-09,25653,9294,0.5267,1.02,4.19
M194,2023-09,932943,330863,0.6728,1.0,1.3
M195,2023-09,849243,312218,0.8193,1.61,3.63
M199,2023-09,91589,49067,0.5206,1.24,1.6
M203,2023-09,128495,42346,0.6177,1.18,1.13
M207,2023-09,185154,61174,0.5651,1.38,4.08
M209,2023-09,852728,279267,0.6467,0.91,1.24
M210,2023-09,108133,56775,0.4981,0.66,4.35
M211,2023-09,33997,17528,0.526,1.17,1.4
M212,2023-09,822768,428307,0.5948,1.26,3.33
M213,2023-09,320516,107316,0.5458,1.13,1.02
M217,2023-09,1240250,490400,0.6352,0.87,3.13
M218,2023-09,159047,71684,0.5318,1.17,3.43
M219,2023-09,211123,85578,0.5705,1.0,3.42
M220,2023-09,58882,20275,0.474,0.95,1.44
M223,2023-09,651285,330440,0.5839,0.82,2.39
M225,2023-09,159074,83433,0.5319,0.67,3.39
M101,2023-10,446169,163632,0.7514,1.24,1.67
M103,2023-10,1045937,365619,0.6848,0.95,2.45
M105,2023-10,895228,305307,0.7007,1.48,2.1
M111,2023-10,8438262,2745265,0.7893,1.95,3.39
M112,2023-10,247131,134100,0.5933,0.97,2.81
M113,2023-10,7788616,2525638,0.7904,1.86,4.41
M116,2023-10,275951,102454,0.6103,1.34,2.45
M119,2023-10,4561169,2109126,0.7817,1.02,4.44
M122,2023-10,2459968,936828,0.95,2.32,2.68
M124,2023-10,1926272,1037451,0.755,1.77,1.01
M125,2023-10,6425521,2187170,0.7885,1.96,4.22
M127,2023-10,965646,485296,0.572,1.06,1.45
M128,2023-10,812171,279111,0.5831,0.84,3.22
M131,2023-10,239906,94063,0.5386,0.9,3.42
M133,2023-10,3411054,1849080,0.6586,1.02,3.42
M137,2023-10,669200,288170,0.6291,1.04,1.12
M143,2023-10,392608,136131,0.5647,1.36,1.66
M144,2023-10,1190353,356130,0.8697,1.77,4.74
M146,2023-10,317323,127688,0.584,0.88,1.51
M147,2023-10,365672,122213,0.5812,1.39,3.85
M150,2023-10,1110031,499609,0.6357,1.39,4.04
M152,2023-10,1773908,652627,0.4624,0.73,4.54
M154,2023-10,80301,43383,0.3648,0.73,1.09
M156,2023-10,56010,24543,0.4271,0.53,4.98
M160,2023-10,61825,23604,0.3733,0.77,3.9
M161,2023-10,398160,185120,0.4974,0.98,1.05
M163,2023-10,37415,14538,0.3874,0.76,2.22
M167,2023-10,1675324,653753,0.4339,0.99,3.41
M168,2023-10,540605,200767,0.4755,0.95,3.17
M169,2023-10,898989,474814,0.4084,0.61,4.02
M172,2023-10,659571,216171,0.3961,0.52,1.89
M174,2023-10,703894,371103,0.4389,0.65,1.08
M181,2023-10,509169,206101,0.6649,1.53,2.18
M182,2023-10,25878,8974,0.4999,1.17,1.04
M186,2023-10,32429,15758,0.5422,0.86,1.02
M187,2023-10,2605647,1362769,0.6705,1.1,4.77
M189,2023-10,284282,145694,0.5517,1.35,4.71
M191,2023-10,96404,32484,0.4982,0.7,2.81
M192,2023-10,23094,8052,0.5061,1.05,2.16
M194,2023-10,830235,393264,0.6241,0.86,2.55
M195,2023-10,370933,202877,0.6164,1.46,3.76
M199,2023-10,80870,33421,0.505,0.7,1.52
M203,2023-10,112456,47446,0.5971,1.0,1.96
M207,2023-10,154180,65094,0.5602,0.68,1.89
M209,2023-10,755296,328828,0.5967,1.17,3.0
M210,2023-10,189894,61128,0.7435,1.54,1.19
M211,2023-10,29522,10933,0.4856,0.89,3.41
M212,2023-10,689956,255106,0.5742,0.76,1.58
M213,2023-10,302431,129954,0.5759,1.08,2.47
M217,2023-10,1112734,498370,0.6264,1.48,1.91
M218,2023-10,135269,46781,0.5563,0.84,4.85
M219,2023-10,183924,74881,0.5858,0.96,2.16
M223,2023-10,570965,192049,0.5722,0.91,4.03
M224,2023-10,2751933,1034565,0.6956,1.72,2.71
M225,2023-10,136742,56994,0.5179,1.22,2.67
M101,2023-11,396105,136717,0.734,1.19,3.19
M103,2023-11,964598,506656,0.6901,0.89,1.46
M105,2023-11,818344,318926,0.6944,1.26,2.71
M106,2023-11,11013295,5535218,0.7899,1.55,1.29
M111,2023-11,7435226,2523641,0.7878,1.37,4.65
M112,2023-11,207606,94345,0.5896,0.73,3.99
M113,2023-11,6808969,2997812,0.8194,1.95,1.59
M116,2023-11,253911,91459,0.6104,1.26,3.01
M118,2023-11,2092627,787398,0.7863,1.67,1.41
M119,2023-11,4290260,2060260,0.7662,1.8,2.36
M122,2023-11,968291,382223,0.7521,1.75,4.26
M124,2023-11,1870182,921664,0.7354,1.71,4.51
M125,2023-11,6007154,2593403,0.8023,1.29,2.38
M127,2023-11,958785,311960,0.5845,0.94,4.01
M128,2023-11,761830,240446,0.583,1.02,1.66
M131,2023-11,230788,88463,0.5454,0.94,1.55
M133,2023-11,2946846,1238906,0.6465,1.22,2.34
M137,2023-11,611840,207699,0.5877,1.05,2.67
M143,2023-11,347227,131715,0.5616,1.0,4.11
M144,2023-11,461969,152552,0.6133,0.98,4.47
M146,2023-11,298628,97544,0.5393,0.99,3.2
M147,2023-11,166132,110834,0.2745,0.68,3.89
M150,2023-11,1028678,339709,0.6187,1.27,2.84
M152,2023-11,1640175,605315,0.471,0.98,4.79
M154,2023-11,79671,39803,0.3692,0.52,1.22
M156,2023-11,52971,19024,0.3903,0.67,3.92
M160,2023-11,54111,26065,0.3955,0.88,4.23
M161,2023-11,354311,196176,0.4514,0.63,4.29
M163,2023-11,34312,11257,0.372,0.58,2.55
M167,2023-11,1459324,463194,0.4437,0.78,2.81
M168,2023-11,501497,273725,0.477,0.91,2.62
M169,2023-11,880642,326963,0.4374,0.89,2.01
M172,2023-11,635163,208461,0.4323,1.07,4.67
M174,2023-11,620755,221597,0.4086,0.82,4.05
M181,2023-11,457337,176612,0.6508,1.53,1.0
M182,2023-11,23231,10258,0.4896,0.93,3.76
M186,2023-11,30898,16400,0.5439,1.01,3.56
M187,2023-11,2549170,1377921,0.6428,1.0,1.26
M189,2023-11,260252,85298,0.537,0.78,3.54
M192,2023-11,20846,8268,0.5009,0.93,1.79
M194,2023-11,792580,436243,0.6611,1.04,1.44
M195,2023-11,366183,150622,0.5831,0.73,4.55
M199,2023-11,75309,27688,0.5152,1.05,1.82
M203,2023-11,106869,44338,0.5703,1.41,3.07
M207,2023-11,144461,75269,0.5536,0.92,3.94
M209,2023-11,717924,263014,0.598,1.28,4.46
M210,2023-11,88875,28030,0.4954,0.94,3.35
M211,2023-11,26613,11017,0.4775,0.72,1.99
M212,2023-11,672464,233604,0.5855,1.2,1.38
M213,2023-11,278298,100087,0.5518,1.05,2.07
M217,2023-11,967429,376831,0.6152,1.36,1.03
M218,2023-11,129800,56995,0.5229,1.14,2.72
M219,2023-11,166825,61643,0.5478,1.18,1.24
M223,2023-11,502188,166028,0.5635,0.85,4.22
M224,2023-11,2584526,1250604,0.6908,1.25,4.54
M225,2023-11,130157,48305,0.5483,1.26,4.8
M101,2023-12,390107,158786,0.766,1.79,3.01
M103,2023-12,868341,438649,0.6846,1.0,4.12
M105,2023-12,725961,300031,0.6461,1.38,2.11
M106,2023-12,10035276,3655585,0.7984,1.32,3.63
M111,2023-12,7350774,2655208,0.7784,1.78,4.13
M112,2023-12,207390,66716,0.6099,1.03,3.84
M113,2023-12,6279173,2179789,0.7881,1.57,3.89
M116,2023-12,237659,79310,0.6037,1.21,2.47
M118,2023-12,1892608,640743,0.7881,1.64,2.46
M119,2023-12,4008742,1499267,0.7739,1.51,4.04
M121,2023-12,11678020,4368434,0.7807,1.42,1.97
M122,2023-12,880540,449341,0.7686,1.83,2.32
M124,2023-12,1718442,888241,0.7115,1.24,1.12
M125,2023-12,5121654,2168486,0.784,1.8,4.64
M127,2023-12,856356,284605,0.6009,1.12,3.85
M128,2023-12,686897,225049,0.595,1.08,1.37
M131,2023-12,202138,94481,0.5498,1.11,4.41
M133,2023-12,2905629,1360255,0.6428,1.6,2.98
M135,2023-12,3852709,1416249,0.6712,1.08,3.15
M137,2023-12,573875,188491,0.6251,0.85,1.01
M143,2023-12,330537,119548,0.5817,0.99,1.2
M144,2023-12,428749,150713,0.6045,1.17,2.35
M145,2023-12,3062541,1530859,0.6939,1.49,4.52
M146,2023-12,276913,133297,0.5367,1.28,2.53
M147,2023-12,710784,181865,0.812,1.01,1.21
M150,2023-12,982805,374530,0.5983,0.72,4.76
M152,2023-12,1611847,633494,0.4432,0.66,3.8
M154,2023-12,68873,30351,0.3975,0.83,3.49
M156,2023-12,47376,15317,0.4063,0.53,4.08
M160,2023-12,51900,20374,0.3926,0.54,1.55
M161,2023-12,333896,132085,0.4619,0.74,2.84
M163,2023-12,63779,27749,0.4976,0.64,4.31
M165,2023-12,6268783,3386938,0.4724,1.05,1.98
M167,2023-12,1428300,593712,0.4595,0.72,1.56
M168,2023-12,462508,145332,0.4713,0.71,4.99
M169,2023-12,814336,354310,0.4004,0.73,2.92
M172,2023-12,584093,232454,0.4089,0.77,4.24
M174,2023-12,569975,184007,0.4241,0.71,1.35
M181,2023-12,446013,147163,0.6741,0.96,1.64
M186,2023-12,27790,11536,0.5207,1.1,1.78
M187,2023-12,2336528,1217020,0.6448,1.24,3.56
M189,2023-12,497460,165214,0.7888,1.78,3.26
M192,2023-12,19265,8551,0.5161,0.84,3.41
M194,2023-12,723392,326596,0.6375,1.56,3.13
M195,2023-12,321964,104061,0.6109,1.35,1.44
M199,2023-12,70588,30133,0.5141,1.25,1.56
M203,2023-12,101091,33605,0.6034,1.14,1.32
M207,2023-12,129517,40885,0.5463,0.91,1.17
M209,2023-12,675696,328471,0.5985,1.46,3.24
M210,2023-12,86529,37795,0.5032,0.61,1.57
M212,2023-12,594457,301313,0.5916,0.76,3.03
M213,2023-12,255466,138046,0.5438,0.94,3.57
M217,2023-12,886866,277696,0.5881,0.87,1.48
M218,2023-12,267744,94968,0.776,0.95,1.54
M219,2023-12,149769,73349,0.5492,1.16,3.3
M223,2023-12,465917,189597,0.5796,1.22,2.31
M224,2023-12,2482910,897481,0.6803,1.65,4.84
M225,2023-12,114982,48490,0.5438,0.92,4.61
