region,movie_id,month,engagement_score,viewer_growth
East,M132,2022-11,6.29,0.123
West,M132,2022-11,5.86,0.1253
North,M137,2022-11,9.35,0.033
South,M137,2022-11,6.16,0.0484
East,M137,2022-11,9.73,0.0977
West,M137,2022-11,6.26,-0.0281
North,M138,2022-11,5.68,0.1155
South,M138,2022-11,4.15,0.1429
East,M138,2022-11,5.49,0.0498
West,M138,2022-11,5.53,0.1321
North,M140,2022-11,5.86,0.0484
South,M140,2022-11,5.31,0.0152
East,M140,2022-11,5.87,0.0079
West,M140,2022-11,6.02,0.0058
North,M143,2022-11,7.29,0.0021
South,M143,2022-11,5.46,0.1082
East,M143,2022-11,7.05,0.09
West,M143,2022-11,6.86,0.1138
North,M144,2022-11,8.25,0.0816
South,M144,2022-11,7.72,0.0321
East,M144,2022-11,8.3,0.1488
West,M144,2022-11,5.85,-0.0374
North,M146,2022-11,8.2,-0.0267
South,M146,2022-11,5.26,-0.0489
East,M146,2022-11,8.7,-0.0343
West,M146,2022-11,6.26,0.057
North,M147,2022-11,9.17,0.022
South,M147,2022-11,6.38,-0.0049
East,M147,2022-11,8.87,0.0283
West,M147,2022-11,6.91,0.0126
North,M153,2022-11,2.9,-0.0333
South,M153,2022-11,4.38,0.0365
East,M153,2022-11,2.82,0.0414
West,M153,2022-11,4.17,0.0985
North,M154,2022-11,,0.0398
South,M154,2022-11,6.23,0.0514
East,M154,2022-11,5.28,0.0374
West,M154,2022-11,4.39,0.0466
North,M156,2022-11,2.52,0.0476
South,M156,2022-11,3.17,-0.0181
East,M156,2022-11,2.58,-0.0035
West,M156,2022-11,2.1,-0.0089
North,M159,2022-11,4.59,-0.0198
South,M159,2022-11,5.07,-0.0147
East,M159,2022-11,3.42,-0.0056
West,M159,2022-11,3.53,0.1323
North,M160,2022-11,4.09,0.1291
South,M160,2022-11,6.93,0.0874
East,M160,2022-11,3.62,0.1117
West,M160,2022-11,5.15,0.0756
North,M163,2022-11,4.64,0.1195
South,M163,2022-11,6.92,-0.0319
East,M163,2022-11,4.44,0.1011
West,M163,2022-11,4.69,-0.0068
North,M169,2022-11,3.81,0.0619
South,M169,2022-11,5.77,0.1148
East,M169,2022-11,3.69,0.0307
West,M169,2022-11,4.92,0.097
North,M172,2022-11,4.44,-0.0375
South,M172,2022-11,7.54,0.0738
East,M172,2022-11,5.42,0.0136
West,M172,2022-11,4.43,0.1007
North,M174,2022-11,4.54,0.1465
South,M174,2022-11,6.57,0.0194
East,M174,2022-11,5.38,0.0992
West,M174,2022-11,4.44,-0.0234
North,M175,2022-11,3.16,0.0251
South,M175,2022-11,4.97,0.1119
East,M175,2022-11,3.68,0.1246
West,M175,2022-11,3.16,0.1488
North,M176,2022-11,5.71,0.0036
South,M176,2022-11,6.32,0.1363
East,M176,2022-11,5.52,0.1312
West,M176,2022-11,6.82,-0.0306
North,M182,2022-11,6.38,0.0772
South,M182,2022-11,6.69,-0.0388
East,M182,2022-11,,0.0279
West,M182,2022-11,7.2,0.1485
North,M183,2022-11,5.93,0.0923
South,M183,2022-11,6.86,0.1409
East,M183,2022-11,5.51,-0.0376
West,M183,2022-11,6.65,0.08
North,M185,2022-11,4.84,0.0718
South,M185,2022-11,6.97,0.1275
East,M185,2022-11,4.78,0.1198
West,M185,2022-11,5.75,0.1094
North,M186,2022-11,5.63,0.0721
South,M186,2022-11,6.68,0.013
East,M186,2022-11,6.17,0.0026
West,M186,2022-11,6.6,0.056
North,M189,2022-11,5.3,0.0351
South,M189,2022-11,7.56,-0.0491
East,M189,2022-11,7.15,0.1342
West,M189,2022-11,8.41,-0.0263
North,M191,2022-11,5.71,0.0156
South,M191,2022-11,6.82,-0.008
East,M191,2022-11,5.55,0.0584
West,M191,2022-11,6.19,0.0266
North,M192,2022-11,5.85,0.1068
South,M192,2022-11,7.18,-0.0053
East,M192,2022-11,4.86,0.1424
West,M192,2022-11,7.01,0.024
North,M193,2022-11,4.19,-0.0186
South,M193,2022-11,6.29,0.0375
East,M193,2022-11,5.1,0.1461
West,M193,2022-11,6.04,-0.0256
North,M195,2022-11,7.63,0.0883
South,M195,2022-11,9.09,-0.0324
East,M195,2022-11,5.72,0.1143
West,M195,2022-11,7.54,0.0926
North,M197,2022-11,5.9,0.0764
South,M197,2022-11,5.65,0.1455
East,M197,2022-11,4.39,0.0707
West,M197,2022-11,7.24,0.1043
North,M198,2022-11,4.91,-0.0209
South,M198,2022-11,6.75,0.1287
East,M198,2022-11,5.13,0.0522
West,M198,2022-11,6.88,0.0635
North,M199,2022-11,4.91,0.1202
South,M199,2022-11,7.21,-0.0398
East,M199,2022-11,5.43,-0.0409
West,M199,2022-11,6.17,0.1126
North,M200,2022-11,4.71,0.0719
South,M200,2022-11,6.43,0.079
East,M200,2022-11,5.54,0.0635
West,M200,2022-11,7.62,0.0074
North,M203,2022-11,6.08,0.1436
South,M203,2022-11,6.4,-0.0332
East,M203,2022-11,6.31,0.013
West,M203,2022-11,7.64,0.006
North,M204,2022-11,6.18,-0.0265
South,M204,2022-11,4.34,0.0139
East,M204,2022-11,4.49,0.0902
West,M204,2022-11,5.86,-0.0284
North,M206,2022-11,5.43,0.0458
South,M206,2022-11,5.36,0.1451
East,M206,2022-11,6.06,-0.0484
West,M206,2022-11,4.85,-0.0019
North,M207,2022-11,5.77,0.0763
South,M207,2022-11,5.8,0.0273
East,M207,2022-11,6.86,0.0721
West,M207,2022-11,6.75,-0.0468
North,M209,2022-11,5.88,-0.001
South,M209,2022-11,7.54,0.1358
East,M209,2022-11,6.72,-0.042
West,M209,2022-11,6.87,-0.0414
North,M210,2022-11,5.04,0.0967
South,M210,2022-11,5.93,-0.0095
East,M210,2022-11,5.73,0.1442
West,M210,2022-11,5.69,0.1186
North,M211,2022-11,6.14,-0.0206
South,M211,2022-11,4.97,0.0628
East,M211,2022-11,4.65,0.1486
West,M211,2022-11,5.67,0.05
North,M212,2022-11,6.56,-0.0301
South,M212,2022-11,6.69,-0.0291
East,M212,2022-11,6.43,0.1253
West,M212,2022-11,6.62,0.1179
North,M213,2022-11,6.12,0.147
South,M213,2022-11,5.66,-0.0364
East,M213,2022-11,6.16,0.0274
West,M213,2022-11,5.34,0.1297
North,M217,2022-11,7.2,0.1316
South,M217,2022-11,5.62,0.0473
East,M217,2022-11,5.58,-0.0173
West,M217,2022-11,5.83,0.0255
North,M218,2022-11,6.05,0.0592
South,M218,2022-11,5.19,-0.0232
East,M218,2022-11,6.3,0.0722
West,M218,2022-11,6.61,0.0386
North,M219,2022-11,5.67,-0.0375
South,M219,2022-11,5.66,-0.0491
East,M219,2022-11,6.33,0.127
West,M219,2022-11,5.75,0.1472
North,M220,2022-11,5.73,0.114
South,M220,2022-11,6.52,0.0568
East,M220,2022-11,5.02,0.1092
West,M220,2022-11,5.71,0.0416
North,M221,2022-11,5.33,-0.038
South,M221,2022-11,4.06,0.1492
East,M221,2022-11,5.23,0.0345
West,M221,2022-11,5.31,0.014
North,M223,2022-11,6.66,0.0453
South,M223,2022-11,6.75,-0.0451
East,M223,2022-11,6.38,0.1184
West,M223,2022-11,5.81,0.1345
North,M225,2022-11,8.67,0.1344
South,M225,2022-11,7.87,0.0337
East,M225,2022-11,9.14,0.0493
West,M225,2022-11,7.96,0.0167
North,M103,2022-12,8.27,0.1401
South,M103,2022-12,6.55,0.0379
East,M103,2022-12,7.79,-0.0166
West,M103,2022-12,8.3,0.0837
North,M105,2022-12,7.31,0.0461
South,M105,2022-12,7.74,0.0004
East,M105,2022-12,6.93,0.1452
West,M105,2022-12,6.86,0.1114
North,M110,2022-12,6.06,0.0455
South,M110,2022-12,6.23,0.0118
East,M110,2022-12,5.39,0.0542
West,M110,2022-12,6.79,0.1294
North,M112,2022-12,7.2,0.0398
South,M112,2022-12,6.48,-0.0266
East,M112,2022-12,6.9,0.0824
West,M112,2022-12,7.35,-0.025
North,M114,2022-12,6.73,0.0101
South,M114,2022-12,5.45,0.0344
East,M114,2022-12,5.83,0.0645
West,M114,2022-12,5.03,-0.0229
North,M115,2022-12,6.69,0.0043
South,M115,2022-12,6.11,0.0129
East,M115,2022-12,6.8,0.0534
West,M115,2022-12,6.12,-0.0033
North,M116,2022-12,6.6,-0.0063
South,M116,2022-12,6.26,-0.0094
East,M116,2022-12,6.86,0.0549
West,M116,2022-12,6.06,0.1262
North,M124,2022-12,7.82,0.0343
South,M124,2022-12,8.1,0.1466
East,M124,2022-12,7.09,0.0246
West,M124,2022-12,7.51,0.0619
North,M127,2022-12,7.71,0.1352
South,M127,2022-12,6.63,0.0659
East,M127,2022-12,7.9,0.0754
West,M127,2022-12,5.23,-0.0395
North,M128,2022-12,7.55,0.0325
South,M128,2022-12,6.03,0.1156
East,M128,2022-12,8.57,0.0069
West,M128,2022-12,7.03,0.1214
North,M131,2022-12,6.6,0.0359
South,M131,2022-12,5.55,0.1246
East,M131,2022-12,7.21,0.1371
West,M131,2022-12,5.34,0.0449
North,M132,2022-12,7.38,0.03
South,M132,2022-12,5.96,0.0954
East,M132,2022-12,8.07,-0.0187
West,M132,2022-12,6.29,0.013
North,M137,2022-12,9.56,0.083
South,M137,2022-12,6.96,0.1286
East,M137,2022-12,9.29,-0.0387
West,M137,2022-12,7.41,-0.0282
North,M138,2022-12,7.64,0.1048
South,M138,2022-12,4.92,-0.0408
East,M138,2022-12,6.55,0.0858
West,M138,2022-12,4.93,0.1229
North,M140,2022-12,7.67,0.0838
South,M140,2022-12,4.92,0.0215
East,M140,2022-12,7.94,-0.0148
West,M140,2022-12,6.37,0.1316
North,M143,2022-12,7.76,0.0651
South,M143,2022-12,5.95,0.0177
East,M143,2022-12,9.08,0.1329
West,M143,2022-12,5.46,-0.0115
North,M144,2022-12,8.45,0.12
South,M144,2022-12,5.66,-0.047
East,M144,2022-12,8.46,0.1254
West,M144,2022-12,5.88,0.1306
North,M146,2022-12,7.71,0.0187
South,M146,2022-12,6.05,0.0487
East,M146,2022-12,7.24,-0.0125
West,M146,2022-12,5.37,0.0189
North,M147,2022-12,8.01,0.1429
South,M147,2022-12,6.91,-0.0171
East,M147,2022-12,7.82,-0.0302
West,M147,2022-12,7.28,-0.0038
North,M153,2022-12,4.38,0.1432
South,M153,2022-12,4.43,0.0416
East,M153,2022-12,3.12,0.0075
West,M153,2022-12,3.01,-0.0209
North,M154,2022-12,4.84,0.0413
South,M154,2022-12,6.29,0.0498
East,M154,2022-12,4.73,0.0915
West,M154,2022-12,4.03,0.0445
North,M156,2022-12,4.45,0.0773
South,M156,2022-12,6.37,0.0741
East,M156,2022-12,3.84,0.0977
West,M156,2022-12,4.56,0.0092
North,M159,2022-12,,0.0401
South,M159,2022-12,6.35,-0.0351
East,M159,2022-12,2.9,0.0618
West,M159,2022-12,3.41,0.0516
North,M160,2022-12,4.29,0.0259
South,M160,2022-12,5.52,0.0506
East,M160,2022-12,3.98,0.1421
West,M160,2022-12,4.08,0.1435
North,M163,2022-12,4.84,0.0531
South,M163,2022-12,5.09,0.0227
East,M163,2022-12,4.23,0.0223
West,M163,2022-12,4.8,0.0022
North,M167,2022-12,4.52,0.1284
South,M167,2022-12,6.93,-0.0205
East,M167,2022-12,5.53,0.1338
West,M167,2022-12,4.54,0.0435
North,M169,2022-12,3.48,0.0329
South,M169,2022-12,6.73,0.0967
East,M169,2022-12,4.61,0.0085
West,M169,2022-12,4.08,0.0999
North,M172,2022-12,4.94,0.0152
South,M172,2022-12,5.76,0.1494
East,M172,2022-12,5.09,0.0546
West,M172,2022-12,3.78,-0.0357
North,M174,2022-12,4.58,-0.0311
South,M174,2022-12,7.27,0.0012
East,M174,2022-12,5.33,0.051
West,M174,2022-12,4.22,0.1443
North,M182,2022-12,4.74,0.1211
South,M182,2022-12,6.94,0.1394
East,M182,2022-12,6.08,0.1365
West,M182,2022-12,6.82,0.0388
North,M183,2022-12,4.48,0.0814
South,M183,2022-12,6.92,-0.024
East,M183,2022-12,4.79,0.1416
West,M183,2022-12,6.39,0.0011
North,M185,2022-12,5.12,0.0743
South,M185,2022-12,7.0,-0.0017
East,M185,2022-12,5.35,0.0489
West,M185,2022-12,6.08,0.0804
North,M186,2022-12,5.83,0.1172
South,M186,2022-12,6.38,-0.0282
East,M186,2022-12,5.63,0.0035
West,M186,2022-12,7.72,0.0591
North,M189,2022-12,5.52,0.0225
South,M189,2022-12,8.54,-0.0193
East,M189,2022-12,5.4,0.0985
West,M189,2022-12,6.63,0.1336
North,M191,2022-12,4.6,0.0655
South,M191,2022-12,6.07,0.0393
East,M191,2022-12,5.99,0.1488
West,M191,2022-12,7.65,0.0163
North,M192,2022-12,5.24,-0.0359
South,M192,2022-12,7.54,0.1048
East,M192,2022-12,4.94,0.0782
West,M192,2022-12,7.88,0.0266
North,M193,2022-12,4.0,0.0999
South,M193,2022-12,6.8,0.0761
East,M193,2022-12,4.15,0.1104
West,M193,2022-12,6.66,0.0557
North,M195,2022-12,8.77,0.0626
South,M195,2022-12,10.0,0.0841
East,M195,2022-12,9.67,-0.0387
West,M195,2022-12,10.0,-0.025
North,M197,2022-12,5.1,0.0804
South,M197,2022-12,7.56,-0.0113
East,M197,2022-12,,0.1301
West,M197,2022-12,7.59,0.0266
North,M198,2022-12,4.91,0.0613
South,M198,2022-12,6.16,0.0867
East,M198,2022-12,5.13,0.0496
West,M198,2022-12,6.25,0.1049
North,M199,2022-12,5.11,0.0853
South,M199,2022-12,7.15,-0.0347
East,M199,2022-12,6.52,0.002
West,M199,2022-12,7.78,-0.0232
North,M200,2022-12,5.42,0.0392
South,M200,2022-12,5.77,0.1222
East,M200,2022-12,4.71,0.0035
West,M200,2022-12,6.95,0.0913
North,M203,2022-12,6.04,0.1438
South,M203,2022-12,6.43,0.1026
East,M203,2022-12,6.05,0.0838
West,M203,2022-12,,0.0649
North,M204,2022-12,5.74,0.1034
South,M204,2022-12,4.77,0.1188
East,M204,2022-12,4.78,0.0832
West,M204,2022-12,4.71,0.0794
North,M206,2022-12,4.26,0.1291
South,M206,2022-12,4.45,0.1316
East,M206,2022-12,5.72,-0.0321
West,M206,2022-12,5.2,0.1494
North,M207,2022-12,6.13,0.0048
South,M207,2022-12,6.84,0.0359
East,M207,2022-12,7.0,0.1112
West,M207,2022-12,6.63,0.1092
North,M209,2022-12,7.8,-0.0391
South,M209,2022-12,6.4,-0.0497
East,M209,2022-12,6.02,0.0284
West,M209,2022-12,6.61,0.0889
North,M210,2022-12,5.64,0.0785
South,M210,2022-12,6.26,0.0226
East,M210,2022-12,5.64,-0.0221
West,M210,2022-12,6.01,0.0102
North,M211,2022-12,6.19,0.0366
South,M211,2022-12,5.31,0.1005
East,M211,2022-12,6.11,-0.0391
West,M211,2022-12,6.23,0.0352
North,M212,2022-12,6.74,0.0906
South,M212,2022-12,6.6,0.1176
East,M212,2022-12,7.01,0.0169
West,M212,2022-12,7.03,-0.0061
North,M213,2022-12,7.05,-0.0092
South,M213,2022-12,7.13,0.0586
East,M213,2022-12,5.38,0.0556
West,M213,2022-12,6.65,-0.0202
North,M217,2022-12,6.18,0.1106
South,M217,2022-12,6.53,-0.0388
East,M217,2022-12,6.0,0.0364
West,M217,2022-12,6.02,-0.0059
North,M218,2022-12,6.83,0.0163
South,M218,2022-12,5.26,0.042
East,M218,2022-12,6.82,0.0862
West,M218,2022-12,6.03,-0.0095
North,M219,2022-12,6.34,0.0325
South,M219,2022-12,5.21,0.0274
East,M219,2022-12,5.25,0.0732
West,M219,2022-12,6.8,-0.0201
North,M220,2022-12,6.36,-0.0463
South,M220,2022-12,5.98,0.0534
East,M220,2022-12,6.06,0.0626
West,M220,2022-12,5.65,0.0012
North,M223,2022-12,5.65,0.0307
South,M223,2022-12,6.28,0.0873
East,M223,2022-12,7.21,0.0007
West,M223,2022-12,6.22,-0.0031
North,M225,2022-12,6.87,0.064
South,M225,2022-12,6.0,0.0015
East,M225,2022-12,6.75,0.021
West,M225,2022-12,5.35,0.1204
North,M103,2023-01,7.86,0.0405
South,M103,2023-01,6.56,-0.0369
East,M103,2023-01,6.91,0.0964
West,M103,2023-01,8.19,0.0571
North,M105,2023-01,8.0,0.0088
South,M105,2023-01,7.86,0.0718
East,M105,2023-01,7.85,0.1126
West,M105,2023-01,7.47,0.034
North,M110,2023-01,5.63,0.084
South,M110,2023-01,5.31,-0.0067
East,M110,2023-01,5.18,0.0317
West,M110,2023-01,5.44,-0.0328
North,M112,2023-01,8.95,0.1159
South,M112,2023-01,8.63,0.0954
East,M112,2023-01,9.92,0.066
West,M112,2023-01,8.55,0.038
North,M115,2023-01,4.94,0.0111
South,M115,2023-01,6.04,0.0194
East,M115,2023-01,6.46,-0.0304
West,M115,2023-01,6.37,0.1316
North,M116,2023-01,6.88,-0.0314
South,M116,2023-01,7.62,-0.0355
East,M116,2023-01,7.84,0.1079
West,M116,2023-01,6.96,0.0747
North,M124,2023-01,8.9,0.0856
South,M124,2023-01,8.5,0.0545
East,M124,2023-01,9.0,0.0117
West,M124,2023-01,7.38,0.0353
North,M127,2023-01,8.7,0.0454
South,M127,2023-01,6.28,0.0719
East,M127,2023-01,,0.1277
West,M127,2023-01,6.28,-0.044
North,M128,2023-01,9.02,0.0189
South,M128,2023-01,5.88,-0.0477
East,M128,2023-01,8.79,0.0923
West,M128,2023-01,6.75,0.0903
North,M131,2023-01,7.25,-0.0433
South,M131,2023-01,5.19,-0.0371
East,M131,2023-01,8.47,-0.0315
West,M131,2023-01,5.77,0.037
North,M132,2023-01,7.21,0.0722
South,M132,2023-01,5.39,0.0028
East,M132,2023-01,7.58,0.068
West,M132,2023-01,5.81,0.1364
North,M137,2023-01,7.69,0.0698
South,M137,2023-01,,0.1222
East,M137,2023-01,8.95,0.0025
West,M137,2023-01,6.65,-0.021
North,M138,2023-01,7.29,0.102
South,M138,2023-01,4.07,0.0112
East,M138,2023-01,6.8,-0.0155
West,M138,2023-01,5.19,0.0983
North,M140,2023-01,6.52,0.0012
South,M140,2023-01,5.96,0.0545
East,M140,2023-01,6.0,0.0796
West,M140,2023-01,5.06,0.0053
North,M143,2023-01,7.24,0.124
South,M143,2023-01,5.39,0.1026
East,M143,2023-01,7.76,0.1453
West,M143,2023-01,5.5,0.0441
North,M144,2023-01,7.48,0.072
South,M144,2023-01,5.99,0.1294
East,M144,2023-01,9.09,0.1461
West,M144,2023-01,5.94,0.0002
North,M146,2023-01,6.86,0.0638
South,M146,2023-01,6.42,0.0652
East,M146,2023-01,7.44,-0.0168
West,M146,2023-01,4.84,-0.0055
North,M147,2023-01,7.51,0.0018
South,M147,2023-01,6.9,0.0941
East,M147,2023-01,7.56,0.1064
West,M147,2023-01,5.86,-0.0417
North,M150,2023-01,9.67,0.0539
South,M150,2023-01,6.26,0.0543
East,M150,2023-01,9.45,0.1235
West,M150,2023-01,7.38,0.0356
North,M154,2023-01,4.46,0.0222
South,M154,2023-01,5.75,-0.0065
East,M154,2023-01,2.99,0.0204
West,M154,2023-01,3.22,0.0336
North,M156,2023-01,4.7,0.0829
South,M156,2023-01,7.02,0.0247
East,M156,2023-01,3.23,-0.0104
West,M156,2023-01,3.46,0.0995
North,M159,2023-01,4.59,0.0101
South,M159,2023-01,4.43,0.0071
East,M159,2023-01,4.5,0.0175
West,M159,2023-01,3.37,0.0519
North,M160,2023-01,4.68,0.0475
South,M160,2023-01,5.76,0.068
East,M160,2023-01,,-0.0438
West,M160,2023-01,4.95,0.0166
North,M163,2023-01,4.05,0.0667
South,M163,2023-01,6.34,-0.0148
East,M163,2023-01,3.34,-0.0054
West,M163,2023-01,4.36,0.1102
North,M167,2023-01,4.39,0.0228
South,M167,2023-01,6.25,0.1084
East,M167,2023-01,4.51,0.0164
West,M167,2023-01,4.05,0.0267
North,M169,2023-01,5.62,0.0583
South,M169,2023-01,7.62,0.0061
East,M169,2023-01,4.55,0.0038
West,M169,2023-01,5.7,0.0874
North,M172,2023-01,4.22,-0.0386
South,M172,2023-01,5.6,0.1385
East,M172,2023-01,3.54,0.0641
West,M172,2023-01,5.04,0.0698
North,M174,2023-01,4.34,0.0269
South,M174,2023-01,7.45,0.0941
East,M174,2023-01,4.89,-0.0209
West,M174,2023-01,4.82,0.0255
North,M182,2023-01,5.19,0.0514
South,M182,2023-01,7.37,-0.0288
East,M182,2023-01,4.69,-0.0119
West,M182,2023-01,6.0,0.0166
North,M183,2023-01,5.88,0.1326
South,M183,2023-01,5.84,0.0663
East,M183,2023-01,5.2,-0.0071
West,M183,2023-01,5.55,0.0729
North,M185,2023-01,7.37,0.0855
South,M185,2023-01,9.66,0.1019
East,M185,2023-01,7.06,-0.0438
West,M185,2023-01,7.91,-0.0493
North,M186,2023-01,4.77,-0.0151
South,M186,2023-01,7.89,-0.0449
East,M186,2023-01,6.13,-0.0441
West,M186,2023-01,7.27,0.0825
North,M189,2023-01,5.74,0.0044
South,M189,2023-01,8.32,0.1059
East,M189,2023-01,6.85,0.1218
West,M189,2023-01,8.14,0.0492
North,M191,2023-01,5.48,0.1063
South,M191,2023-01,6.5,0.093
East,M191,2023-01,4.79,-0.039
West,M191,2023-01,6.66,0.0094
North,M192,2023-01,5.08,0.1467
South,M192,2023-01,7.14,0.1417
East,M192,2023-01,5.35,0.0023
West,M192,2023-01,6.23,0.1018
North,M193,2023-01,4.26,0.1196
South,M193,2023-01,6.44,0.0697
East,M193,2023-01,5.63,-0.0043
West,M193,2023-01,5.74,0.0214
North,M195,2023-01,7.0,-0.0485
South,M195,2023-01,7.38,-0.0286
East,M195,2023-01,5.76,0.0396
West,M195,2023-01,8.77,0.0907
North,M197,2023-01,5.79,0.0129
South,M197,2023-01,6.41,-0.0341
East,M197,2023-01,4.69,-0.0452
West,M197,2023-01,5.75,-0.0267
North,M199,2023-01,5.57,-0.0165
South,M199,2023-01,7.14,0.0633
East,M199,2023-01,4.9,-0.0306
West,M199,2023-01,6.44,0.1151
North,M200,2023-01,4.9,-0.0138
South,M200,2023-01,5.87,0.1235
East,M200,2023-01,4.32,0.0805
West,M200,2023-01,5.37,0.141
North,M203,2023-01,5.68,0.0805
South,M203,2023-01,6.45,0.1165
East,M203,2023-01,5.95,0.1332
West,M203,2023-01,5.88,-0.0335
North,M204,2023-01,5.35,-0.0428
South,M204,2023-01,4.87,0.0482
East,M204,2023-01,4.01,0.0229
West,M204,2023-01,5.33,0.0603
North,M206,2023-01,5.14,-0.0091
South,M206,2023-01,5.65,-0.0043
East,M206,2023-01,6.2,-0.0276
West,M206,2023-01,5.08,-0.0236
North,M207,2023-01,7.04,0.1186
South,M207,2023-01,6.24,-0.0261
East,M207,2023-01,5.58,0.0226
West,M207,2023-01,5.24,0.0176
North,M209,2023-01,5.95,-0.0441
South,M209,2023-01,6.33,0.123
East,M209,2023-01,7.41,0.1154
West,M209,2023-01,5.84,0.0456
North,M210,2023-01,4.96,0.0176
South,M210,2023-01,6.04,0.0175
East,M210,2023-01,5.25,0.1091
West,M210,2023-01,5.22,0.1412
North,M211,2023-01,5.25,-0.0057
South,M211,2023-01,4.73,0.0509
East,M211,2023-01,5.93,0.0605
West,M211,2023-01,4.73,0.0254
North,M212,2023-01,5.98,0.012
South,M212,2023-01,6.29,0.0036
East,M212,2023-01,5.98,0.1063
West,M212,2023-01,5.71,0.0766
North,M213,2023-01,7.19,0.0222
South,M213,2023-01,6.65,0.1401
East,M213,2023-01,5.99,0.0786
West,M213,2023-01,5.33,0.1026
North,M217,2023-01,7.23,-0.0073
South,M217,2023-01,5.41,0.0196
East,M217,2023-01,6.6,0.0708
West,M217,2023-01,6.21,0.0688
North,M218,2023-01,6.49,-0.0435
South,M218,2023-01,6.73,0.1466
East,M218,2023-01,5.94,0.113
West,M218,2023-01,5.71,0.1105
North,M219,2023-01,5.76,0.0283
South,M219,2023-01,5.51,0.0775
East,M219,2023-01,6.23,0.1483
West,M219,2023-01,6.66,0.0192
North,M220,2023-01,5.23,0.0773
South,M220,2023-01,5.82,0.1069
East,M220,2023-01,4.48,-0.0493
West,M220,2023-01,5.84,0.1458
North,M223,2023-01,5.42,-0.0045
South,M223,2023-01,6.82,0.0069
East,M223,2023-01,6.01,0.0005
West,M223,2023-01,6.83,0.0921
North,M225,2023-01,6.41,0.1314
South,M225,2023-01,6.79,0.0174
East,M225,2023-01,5.05,0.0661
West,M225,2023-01,5.63,0.1422
North,M101,2023-02,7.12,0.1295
South,M101,2023-02,8.98,0.02
East,M101,2023-02,7.96,0.0349
West,M101,2023-02,8.85,0.0398
North,M103,2023-02,6.7,0.0326
South,M103,2023-02,6.6,0.072
East,M103,2023-02,7.55,0.0022
West,M103,2023-02,6.53,0.0028
North,M105,2023-02,7.24,-0.0418
South,M105,2023-02,8.05,0.0379
East,M105,2023-02,6.6,0.0356
West,M105,2023-02,6.71,0.0171
North,M110,2023-02,7.0,0.0817
South,M110,2023-02,5.56,0.04
East,M110,2023-02,5.56,-0.0444
West,M110,2023-02,6.34,-0.0361
North,M112,2023-02,6.59,-0.0308
South,M112,2023-02,6.35,0.0728
East,M112,2023-02,6.56,0.0609
West,M112,2023-02,6.96,0.0727
North,M115,2023-02,5.29,0.0986
South,M115,2023-02,6.1,-0.0447
East,M115,2023-02,6.7,0.1404
West,M115,2023-02,5.19,0.0803
North,M116,2023-02,7.83,-0.0282
South,M116,2023-02,7.5,0.1385
East,M116,2023-02,6.45,0.0318
West,M116,2023-02,7.76,0.0019
North,M124,2023-02,8.12,-0.0161
South,M124,2023-02,8.8,0.1343
East,M124,2023-02,7.12,0.0798
West,M124,2023-02,9.0,-0.0004
North,M127,2023-02,8.94,0.0661
South,M127,2023-02,5.44,-0.0469
East,M127,2023-02,8.13,0.0529
West,M127,2023-02,5.37,0.0189
North,M128,2023-02,8.02,0.0002
South,M128,2023-02,6.48,0.0145
East,M128,2023-02,,-0.0129
West,M128,2023-02,7.28,0.0583
North,M131,2023-02,7.27,-0.0264
South,M131,2023-02,6.25,0.1178
East,M131,2023-02,8.03,0.1058
West,M131,2023-02,5.1,0.1119
North,M132,2023-02,7.59,0.12
South,M132,2023-02,5.1,0.0366
East,M132,2023-02,6.49,0.0841
West,M132,2023-02,4.87,0.0624
North,M137,2023-02,3.98,0.0975
South,M137,2023-02,3.29,0.0304
East,M137,2023-02,3.21,-0.037
West,M137,2023-02,3.75,-0.0465
North,M138,2023-02,5.62,-0.0297
South,M138,2023-02,4.99,0.1457
East,M138,2023-02,6.18,0.0113
West,M138,2023-02,5.95,0.1199
North,M140,2023-02,6.89,-0.0267
South,M140,2023-02,4.78,0.1097
East,M140,2023-02,6.65,0.011
West,M140,2023-02,4.39,0.0767
North,M143,2023-02,8.23,0.0491
South,M143,2023-02,6.17,0.0424
East,M143,2023-02,7.07,0.0974
West,M143,2023-02,5.41,-0.0063
North,M144,2023-02,9.07,0.0478
South,M144,2023-02,5.35,0.0769
East,M144,2023-02,7.3,-0.0419
West,M144,2023-02,6.08,0.0866
North,M146,2023-02,8.78,0.0031
South,M146,2023-02,6.4,-0.0458
East,M146,2023-02,7.73,0.1212
West,M146,2023-02,5.33,0.0514
North,M147,2023-02,8.39,-0.0328
South,M147,2023-02,6.9,0.1365
East,M147,2023-02,9.24,0.0666
West,M147,2023-02,,0.0861
North,M150,2023-02,7.94,0.0999
South,M150,2023-02,6.47,-0.007
East,M150,2023-02,8.06,-0.0064
West,M150,2023-02,5.74,-0.0114
North,M154,2023-02,3.25,0.0848
South,M154,2023-02,6.37,0.0999
East,M154,2023-02,3.38,-0.0283
West,M154,2023-02,5.09,0.135
North,M156,2023-02,3.46,0.0011
South,M156,2023-02,6.05,0.1
East,M156,2023-02,4.58,0.0061
West,M156,2023-02,5.04,0.1087
North,M159,2023-02,3.63,0.1305
South,M159,2023-02,6.48,-0.0305
East,M159,2023-02,3.59,0.0685
West,M159,2023-02,3.61,0.0774
North,M160,2023-02,3.31,0.0794
